,index,studyName,eventNum,cast,bottle,datetime,stationID,gridLine,gridStation,lat,lon,percentIrradiance,depth,PO4,SiO4,NO2,NO3,NH4,Nitrite,notes,year,month,second
3554,11235,LMG05-01,338.0,35.0,2.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,-999.0,346.2,2.55,109.55,0.0,34.77,0.126,34.76,,2005,1,0
3555,11236,LMG05-01,338.0,35.0,4.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,-999.0,252.7,2.63,103.19,0.0,35.12,0.017,35.09,,2005,1,0
3556,11237,LMG05-01,338.0,35.0,6.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,-999.0,202.3,2.43,106.66,7.539,26.59,0.049,34.13,,2005,1,0
3557,11238,LMG05-01,338.0,35.0,8.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,-999.0,142.3,2.53,104.18,0.0,35.23,0.055,35.17,,2005,1,0
3558,11239,LMG05-01,338.0,35.0,10.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,-999.0,100.0,2.34,89.85,0.0,33.85,0.10300000000000001,33.84,,2005,1,0
3559,11240,LMG05-01,338.0,35.0,12.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,0.5,78.9,2.33,83.22,0.057999999999999996,33.02,0.14400000000000002,33.08,,2005,1,0
3560,11241,LMG05-01,338.0,35.0,14.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,1.0,61.5,2.2,78.77,0.134,32.45,0.166,32.59,,2005,1,0
3561,11242,LMG05-01,338.0,35.0,16.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,5.0,29.8,1.84,74.24,0.069,25.78,2.062,25.85,,2005,1,0
3562,11243,LMG05-01,338.0,35.0,18.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,10.0,21.3,1.8,73.75,0.071,24.83,2.843,24.91,,2005,1,0
3563,11244,LMG05-01,338.0,35.0,20.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,25.0,12.1,1.83,74.19,0.08,24.5,2.582,24.58,,2005,1,0
3564,11245,LMG05-01,338.0,35.0,22.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,50.0,3.2,1.76,74.29,0.081,22.29,2.569,22.37,,2005,1,0
3565,11246,LMG05-01,338.0,35.0,24.0,2005-01-17 11:39:00,400.100,400.217,100.343,-65.87755,-68.28302,100.0,1.8,1.76,73.94,0.07400000000000001,25.28,2.575,25.35,,2005,1,0
3566,11247,LMG05-01,348.0,36.0,2.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,-999.0,336.2,2.43,109.9,0.0,35.84,0.11599999999999999,35.84,,2005,1,0
3567,11248,LMG05-01,348.0,36.0,4.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,-999.0,303.5,2.45,104.34,0.0,36.84,0.057999999999999996,36.81,,2005,1,0
3568,11249,LMG05-01,348.0,36.0,6.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,-999.0,243.3,2.55,100.37,0.0,37.04,0.053,37.01,,2005,1,0
3569,11250,LMG05-01,348.0,36.0,8.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,-999.0,153.0,2.4,103.26,0.0,37.56,0.073,37.54,,2005,1,0
3570,11251,LMG05-01,348.0,36.0,10.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,-999.0,102.9,2.43,87.09,0.0,34.18,0.091,34.17,,2005,1,0
3571,11252,LMG05-01,348.0,36.0,12.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,0.5,74.6,2.19,79.98,0.128,32.05,0.11699999999999999,32.18,,2005,1,0
3572,11253,LMG05-01,348.0,36.0,14.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,1.0,59.1,2.09,76.06,0.145,26.87,0.385,27.01,,2005,1,0
3573,11254,LMG05-01,348.0,36.0,16.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,5.0,31.4,1.75,72.15,0.085,19.55,1.784,19.63,,2005,1,0
3574,11255,LMG05-01,348.0,36.0,18.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,10.0,23.7,1.72,72.4,0.094,19.55,1.64,19.64,,2005,1,0
3575,11256,LMG05-01,348.0,36.0,20.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,25.0,11.2,1.7,72.91,0.094,19.33,1.524,19.42,,2005,1,0
3576,11257,LMG05-01,348.0,36.0,22.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,50.0,4.7,1.71,73.0,0.099,20.37,1.5730000000000002,20.47,,2005,1,0
3577,11258,LMG05-01,348.0,36.0,24.0,2005-01-17 16:12:00,400.120,399.966,120.009,-65.75085,-68.59233,100.0,2.5,1.7,73.05,0.099,19.86,1.5730000000000002,19.96,,2005,1,0
3578,11259,LMG05-01,359.0,37.0,2.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,-999.0,347.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3579,11260,LMG05-01,359.0,37.0,4.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,-999.0,278.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3580,11261,LMG05-01,359.0,37.0,6.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,-999.0,231.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3581,11262,LMG05-01,359.0,37.0,8.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,-999.0,140.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3582,11263,LMG05-01,359.0,37.0,10.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,-999.0,90.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3583,11264,LMG05-01,359.0,37.0,12.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,0.5,66.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3584,11265,LMG05-01,359.0,37.0,14.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,1.0,52.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3585,11266,LMG05-01,359.0,37.0,16.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,5.0,28.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3586,11267,LMG05-01,359.0,37.0,18.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,10.0,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3587,11268,LMG05-01,359.0,37.0,20.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,25.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3588,11269,LMG05-01,359.0,37.0,22.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,50.0,4.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3589,11270,LMG05-01,359.0,37.0,24.0,2005-01-17 20:57:00,400.140,400.095,139.991,-65.62354,-68.89860999999999,100.0,2.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,2005,1,0
3590,11271,LMG05-01,377.0,38.0,2.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,-999.0,354.3,2.55,112.11,0.0,34.77,0.024,34.73,,2005,1,0
3591,11272,LMG05-01,377.0,38.0,4.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,-999.0,304.2,2.53,107.61,0.0,35.24,0.0,35.18,,2005,1,0
3592,11273,LMG05-01,377.0,38.0,6.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,-999.0,251.6,2.54,106.72,0.0,35.69,0.0,35.64,,2005,1,0
3593,11274,LMG05-01,377.0,38.0,8.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,-999.0,202.3,2.58,104.56,0.0,35.86,0.0,35.81,,2005,1,0
3594,11275,LMG05-01,377.0,38.0,10.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,-999.0,131.0,2.48,97.73,0.0,34.02,0.0,33.97,,2005,1,0
3595,11276,LMG05-01,377.0,38.0,12.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,0.5,94.9,2.39,84.53,0.006999999999999999,32.94,0.0,32.95,,2005,1,0
3596,11277,LMG05-01,377.0,38.0,14.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,1.0,79.8,2.27,79.04,0.096,31.38,0.051,31.47,,2005,1,0
3597,11278,LMG05-01,377.0,38.0,16.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,5.0,50.4,1.97,63.23,0.091,25.73,0.738,25.82,,2005,1,0
3598,11279,LMG05-01,377.0,38.0,18.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,10.0,35.9,1.94,61.52,0.11199999999999999,25.28,0.8909999999999999,25.39,,2005,1,0
3599,11280,LMG05-01,377.0,38.0,20.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,25.0,17.6,1.92,61.36,0.111,24.82,0.866,24.94,,2005,1,0
3600,11281,LMG05-01,377.0,38.0,22.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,50.0,6.7,1.94,61.25,0.106,26.13,0.885,26.23,,2005,1,0
3601,11282,LMG05-01,377.0,38.0,24.0,2005-01-18 10:29:00,400.160,400.147,159.958,-65.49565,-69.2019,100.0,3.0,1.93,74.87,0.11699999999999999,26.29,0.873,26.4,,2005,1,0
3602,11283,LMG05-01,383.0,39.0,2.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,-999.0,2662.3,2.48,144.15,0.0,35.04,0.0,34.96,,2005,1,0
3603,11284,LMG05-01,383.0,39.0,4.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,-999.0,1521.1,2.44,128.12,0.0,34.72,0.005,34.65,,2005,1,0
3604,11285,LMG05-01,383.0,39.0,6.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,-999.0,759.8,2.41,110.55,0.0,33.74,0.015,33.67,,2005,1,0
3605,11286,LMG05-01,383.0,39.0,8.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,-999.0,304.6,2.5,92.55,0.0,34.41,0.040999999999999995,34.34,,2005,1,0
3606,11287,LMG05-01,383.0,39.0,10.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,-999.0,127.8,2.43,79.07,0.0,25.83,0.01,25.78,,2005,1,0
3607,11288,LMG05-01,383.0,39.0,12.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,0.5,85.9,2.29,73.08,0.043,32.26,0.062,32.31,,2005,1,0
3608,11289,LMG05-01,383.0,39.0,14.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,1.0,74.4,2.19,68.1,0.054000000000000006,29.79,0.157,29.85,,2005,1,0
3609,11290,LMG05-01,383.0,39.0,16.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,5.0,45.6,1.96,65.55,0.065,25.82,0.5489999999999999,25.89,,2005,1,0
3610,11291,LMG05-01,383.0,39.0,18.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,10.0,32.2,1.84,65.74,0.051,24.54,0.821,24.6,,2005,1,0
3611,11292,LMG05-01,383.0,39.0,20.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,25.0,16.6,1.8,65.85,0.055,24.35,0.813,24.41,,2005,1,0
3612,11293,LMG05-01,383.0,39.0,22.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,50.0,6.3,1.81,66.06,0.051,24.82,0.79,24.87,,2005,1,0
3613,11294,LMG05-01,383.0,39.0,24.0,2005-01-18 12:49:00,400.180,399.866,179.847,-65.36718,-69.50222,100.0,3.0,1.81,65.67,0.052000000000000005,24.33,0.77,24.38,,2005,1,0
3614,11295,LMG05-01,389.0,40.0,2.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,-999.0,2898.0,2.45,144.16,0.0,-999.0,0.0,-999.0,,2005,1,0
3615,11296,LMG05-01,389.0,40.0,4.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,-999.0,2031.2,2.41,132.47,0.0,-999.0,0.001,-999.0,,2005,1,0
3616,11297,LMG05-01,389.0,40.0,6.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,-999.0,1011.7,2.39,111.3,0.0,-999.0,0.0,-999.0,,2005,1,0
3617,11298,LMG05-01,389.0,40.0,8.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,-999.0,353.5,2.48,93.19,0.0,-999.0,0.0,-999.0,,2005,1,0
3618,11299,LMG05-01,389.0,40.0,10.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,-999.0,254.0,2.53,90.4,0.0,-999.0,0.0,-999.0,,2005,1,0
3619,11300,LMG05-01,389.0,40.0,12.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,0.5,95.0,2.34,74.15,0.0,-999.0,0.0,-999.0,,2005,1,0
3620,11301,LMG05-01,389.0,40.0,14.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,1.0,69.8,2.17,66.05,0.063,-999.0,0.265,-999.0,,2005,1,0
3621,11302,LMG05-01,389.0,40.0,16.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,5.0,50.3,1.99,64.37,0.076,-999.0,0.564,-999.0,,2005,1,0
3622,11303,LMG05-01,389.0,40.0,18.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,10.0,38.9,1.91,61.04,0.091,-999.0,0.7829999999999999,-999.0,,2005,1,0
3623,11304,LMG05-01,389.0,40.0,20.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,25.0,21.3,1.91,60.06,0.099,-999.0,0.773,-999.0,,2005,1,0
3624,11305,LMG05-01,389.0,40.0,22.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,50.0,7.1,1.92,59.32,0.099,-999.0,0.762,-999.0,,2005,1,0
3625,11306,LMG05-01,389.0,40.0,24.0,2005-01-18 16:45:00,400.200,400.041,200.137,-65.23815,-69.79961,100.0,2.1,1.91,59.45,0.099,-999.0,0.753,-999.0,,2005,1,0
3626,11307,LMG05-01,405.0,41.0,2.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,-999.0,2029.6,2.43,134.3,0.0,34.37,0.0,34.26,,2005,1,0
3627,11308,LMG05-01,405.0,41.0,4.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,-999.0,1013.6,2.39,112.29,0.0,33.47,0.0,33.38,,2005,1,0
3628,11309,LMG05-01,405.0,41.0,6.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,-999.0,404.9,2.46,94.43,0.0,33.72,0.0,33.63,,2005,1,0
3629,11310,LMG05-01,405.0,41.0,8.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,-999.0,303.4,2.5,92.2,0.0,34.83,0.0,34.74,,2005,1,0
3630,11311,LMG05-01,405.0,41.0,10.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,-999.0,101.6,2.28,68.54,0.0,31.57,0.006,31.56,,2005,1,0
3631,11312,LMG05-01,405.0,41.0,12.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,0.5,83.4,2.2,63.98,0.059000000000000004,30.07,0.162,30.12,,2005,1,0
3632,11313,LMG05-01,405.0,41.0,14.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,5.0,50.8,2.01,58.85,0.11,27.5,0.349,27.61,,2005,1,0
3633,11314,LMG05-01,405.0,41.0,16.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,10.0,35.5,1.95,55.92,0.09699999999999999,26.42,0.484,26.51,,2005,1,0
3634,11315,LMG05-01,405.0,41.0,18.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,25.0,19.9,1.87,57.3,0.11599999999999999,25.19,0.746,25.31,,2005,1,0
3635,11316,LMG05-01,405.0,41.0,20.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,50.0,6.8,1.87,57.35,0.135,25.29,0.9209999999999999,25.43,,2005,1,0
3636,11317,LMG05-01,405.0,41.0,22.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,50.0,7.2,1.87,57.06,0.14800000000000002,25.3,0.732,25.45,,2005,1,0
3637,11318,LMG05-01,405.0,41.0,24.0,2005-01-19 10:20:00,300.200,300.020,200.003,-65.85014,-71.3783,100.0,3.2,1.87,57.19,0.168,25.37,0.684,25.54,,2005,1,0
3638,11319,LMG05-01,412.0,42.0,2.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,-999.0,2999.5,2.45,146.51,0.0,35.16,0.0,35.11,,2005,1,0
3639,11320,LMG05-01,412.0,42.0,4.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,-999.0,2030.1,2.4,135.05,0.0,34.95,0.0,34.9,,2005,1,0
3640,11321,LMG05-01,412.0,42.0,6.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,-999.0,1012.0,2.39,115.02,0.0,34.31,0.0,34.26,,2005,1,0
3641,11322,LMG05-01,412.0,42.0,8.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,-999.0,354.2,2.46,94.91,0.0,35.3,0.0,35.26,,2005,1,0
3642,11323,LMG05-01,412.0,42.0,10.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,-999.0,222.2,2.54,91.9,0.0,36.2,0.0,36.16,,2005,1,0
3643,11324,LMG05-01,412.0,42.0,12.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,0.5,89.3,2.29,70.69,0.057,28.23,0.0,28.29,,2005,1,0
3644,11325,LMG05-01,412.0,42.0,14.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,1.0,74.6,2.19,66.92,0.095,31.08,0.08,31.18,,2005,1,0
3645,11326,LMG05-01,412.0,42.0,16.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,5.0,44.1,1.96,58.19,0.098,27.59,0.42,27.69,,2005,1,0
3646,11327,LMG05-01,412.0,42.0,18.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,10.0,32.2,1.89,57.1,0.106,26.01,0.486,26.11,,2005,1,0
3647,11328,LMG05-01,412.0,42.0,20.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,25.0,15.9,1.81,57.04,0.122,24.69,0.649,24.81,,2005,1,0
3648,11329,LMG05-01,412.0,42.0,22.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,50.0,6.6,1.74,58.72,0.11800000000000001,23.57,0.306,23.69,,2005,1,0
3649,11330,LMG05-01,412.0,42.0,24.0,2005-01-19 14:00:00,300.180,300.244,180.118,-65.98225,-71.0822,100.0,2.4,1.73,59.1,0.11900000000000001,18.58,0.297,18.7,,2005,1,0
3650,11331,LMG05-01,418.0,43.0,2.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,-999.0,488.2,2.41,104.02,0.0,33.78,0.0,33.76,,2005,1,0
3651,11332,LMG05-01,418.0,43.0,4.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,-999.0,406.5,2.5,101.67,0.0,33.74,0.0,33.73,,2005,1,0
3652,11333,LMG05-01,418.0,43.0,6.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,-999.0,355.0,2.46,101.56,0.0,34.21,0.0,34.2,,2005,1,0
3653,11334,LMG05-01,418.0,43.0,8.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,-999.0,252.6,2.5,97.77,0.0,34.75,0.0,34.73,,2005,1,0
3654,11335,LMG05-01,418.0,43.0,10.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,-999.0,101.5,2.32,81.85,0.004,32.51,0.0,32.51,,2005,1,0
3655,11336,LMG05-01,418.0,43.0,12.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,0.5,71.9,2.16,70.23,0.084,29.35,0.19899999999999998,29.43,,2005,1,0
3656,11337,LMG05-01,418.0,43.0,14.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,1.0,59.5,2.09,70.69,0.09699999999999999,28.32,0.4,28.42,,2005,1,0
3657,11338,LMG05-01,418.0,43.0,16.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,5.0,32.2,1.83,63.36,0.111,23.88,1.034,23.99,,2005,1,0
3658,11339,LMG05-01,418.0,43.0,18.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,10.0,21.3,1.71,65.59,0.094,21.44,0.705,21.54,,2005,1,0
3659,11340,LMG05-01,418.0,43.0,20.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,25.0,10.6,1.62,65.49,0.094,21.57,0.6609999999999999,21.66,,2005,1,0
3660,11341,LMG05-01,418.0,43.0,22.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,50.0,5.2,1.63,65.69,0.09699999999999999,21.57,0.6990000000000001,21.67,,2005,1,0
3661,11342,LMG05-01,418.0,43.0,24.0,2005-01-19 18:48:00,300.160,300.409,159.441,-66.11381999999999,-70.78303000000001,100.0,2.4,1.61,65.65,0.096,20.9,0.722,21.0,,2005,1,0
3662,11343,LMG05-01,428.0,44.0,2.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,-999.0,501.8,2.46,109.59,0.0,34.61,0.0,34.56,,2005,1,0
3663,11344,LMG05-01,428.0,44.0,4.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,-999.0,354.0,2.44,97.13,0.0,34.53,0.0,34.47,,2005,1,0
3664,11345,LMG05-01,428.0,44.0,6.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,-999.0,283.4,2.48,97.75,0.0,34.99,0.0,34.94,,2005,1,0
3665,11346,LMG05-01,428.0,44.0,8.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,-999.0,202.0,2.54,96.56,0.0,35.78,0.0,35.73,,2005,1,0
3666,11347,LMG05-01,428.0,44.0,10.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,-999.0,101.2,2.31,71.42,0.039,31.95,0.0,31.99,,2005,1,0
3667,11348,LMG05-01,428.0,44.0,12.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,0.5,61.3,2.19,75.04,0.081,30.51,0.0,30.59,,2005,1,0
3668,11349,LMG05-01,428.0,44.0,14.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,1.0,47.2,2.15,76.0,0.127,29.9,0.0,30.03,,2005,1,0
3669,11350,LMG05-01,428.0,44.0,16.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,5.0,23.2,1.8,60.28,0.087,24.44,0.7709999999999999,24.53,,2005,1,0
3670,11351,LMG05-01,428.0,44.0,18.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,10.0,14.1,1.57,67.4,0.064,20.07,0.738,20.13,,2005,1,0
3671,11352,LMG05-01,428.0,44.0,20.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,25.0,3.7,1.52,70.1,0.07200000000000001,19.29,0.725,19.36,,2005,1,0
3672,11353,LMG05-01,428.0,44.0,22.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,50.0,2.6,1.5,69.81,0.07200000000000001,19.11,0.7190000000000001,19.18,,2005,1,0
3673,11354,LMG05-01,428.0,44.0,24.0,2005-01-19 23:41:00,300.140,299.902,139.913,-66.24483000000001,-70.48074,100.0,1.5,1.5,69.95,0.078,19.24,0.693,19.32,,2005,1,0
3674,11355,LMG05-01,439.0,45.0,2.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,-999.0,462.3,2.54,122.98,0.0,34.47,0.0,34.43,,2005,1,0
3675,11356,LMG05-01,439.0,45.0,4.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,-999.0,405.4,2.51,115.56,0.0,34.79,0.0,34.72,,2005,1,0
3676,11357,LMG05-01,439.0,45.0,6.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,-999.0,303.7,2.53,111.95,0.0,34.53,0.0,34.46,,2005,1,0
3677,11358,LMG05-01,439.0,45.0,8.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,-999.0,232.5,2.55,107.76,0.0,34.61,0.0,34.54,,2005,1,0
3678,11359,LMG05-01,439.0,45.0,10.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,-999.0,125.8,2.53,99.95,0.0,33.99,0.0,33.93,,2005,1,0
3679,11360,LMG05-01,439.0,45.0,12.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,0.5,71.8,2.22,76.75,0.031,29.93,0.0,29.96,,2005,1,0
3680,11361,LMG05-01,439.0,45.0,14.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,1.0,55.4,2.14,73.8,0.075,26.98,0.081,27.06,,2005,1,0
3681,11362,LMG05-01,439.0,45.0,16.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,5.0,28.3,1.75,67.03,0.053,21.93,1.63,21.99,,2005,1,0
3682,11363,LMG05-01,439.0,45.0,18.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,10.0,18.1,1.71,66.62,0.05,20.52,1.931,20.57,,2005,1,0
3683,11364,LMG05-01,439.0,45.0,20.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,25.0,8.3,1.65,66.39,0.05,19.31,1.248,19.36,,2005,1,0
3684,11365,LMG05-01,439.0,45.0,22.0,2005-01-20 07:48:00,300.120,299.910,119.820,-66.37528,-70.1753,50.0,4.5,1.64,67.69,0.053,19.21,1.156,19.26,,2005,1,0
