"studyName","Date","Chlorophyll a (µg/l)"
"PAL-LTER Derived Datasets",2004-10-08,0.139814468
"PAL-LTER Derived Datasets",2004-10-08,0.187853285
"PAL-LTER Derived Datasets",2004-10-14,0.123323531
"PAL-LTER Derived Datasets",2004-10-14,0.148418435
"PAL-LTER Derived Datasets",2004-10-21,0.065963749
"PAL-LTER Derived Datasets",2004-10-21,0.06309576
"PAL-LTER Derived Datasets",2004-11-13,0.692936237
"PAL-LTER Derived Datasets",2004-11-21,0.744365098
"PAL-LTER Derived Datasets",2004-11-24,0.668575198
"PAL-LTER Derived Datasets",2004-11-30,1.325842813
"PAL-LTER Derived Datasets",2004-12-06,1.52933193
"PAL-LTER Derived Datasets",2004-12-09,1.549632796
"PAL-LTER Derived Datasets",2004-12-23,1.800010147
"PAL-LTER Derived Datasets",2004-12-26,2.591743934
"PAL-LTER Derived Datasets",2004-12-30,1.312789355
"PAL-LTER Derived Datasets",2005-01-08,1.103105207
"PAL-LTER Derived Datasets",2005-01-08,1.042661086
"PAL-LTER Derived Datasets",2005-01-15,0.262931926
"PAL-LTER Derived Datasets",2005-01-15,0.214576629
"PAL-LTER Derived Datasets",2005-01-22,1.450658903
"PAL-LTER Derived Datasets",2005-01-22,1.56399163
"PAL-LTER Derived Datasets",2005-01-31,5.666636339
"PAL-LTER Derived Datasets",2005-01-31,5.885746277
"PAL-LTER Derived Datasets",2005-02-05,6.271077548
"PAL-LTER Derived Datasets",2005-02-05,6.029301065
"PAL-LTER Derived Datasets",2005-02-13,2.818207139
"PAL-LTER Derived Datasets",2005-02-13,2.757763018
"PAL-LTER Derived Datasets",2005-02-19,8.855063719
"PAL-LTER Derived Datasets",2005-02-19,2.8484292
"PAL-LTER Derived Datasets",2005-02-26,3.83820168
"PAL-LTER Derived Datasets",2005-02-26,3.656869317
"PAL-LTER Derived Datasets",2005-03-05,0.936883875
"PAL-LTER Derived Datasets",2005-03-05,0.951994905
"PAL-LTER Derived Datasets",2005-03-11,2.085322173
"PAL-LTER Derived Datasets",2005-03-11,2.916428836
"PAL-LTER Derived Datasets",2005-03-21,0.229439127
"PAL-LTER Derived Datasets",2005-03-21,0.276760947
"PAL-LTER Derived Datasets",2005-03-26,0.185702293
"PAL-LTER Derived Datasets",2005-03-26,0.163475378
"PAL-LTER Derived Datasets",2005-04-01,0.239477089
"PAL-LTER Derived Datasets",2005-04-01,0.215099181
"PAL-LTER Derived Datasets",2005-04-08,0.288856412
"PAL-LTER Derived Datasets",2005-04-08,0.349406862
"PAL-LTER Derived Datasets",2005-04-15,0.902714894
"PAL-LTER Derived Datasets",2005-04-15,0.633807795
"PAL-LTER Derived Datasets",2005-04-21,0.13399728
"PAL-LTER Derived Datasets",2005-04-21,0.12677587
"PAL-LTER Derived Datasets",2005-04-28,0.182942394
"PAL-LTER Derived Datasets",2005-04-28,0.197385215
"PAL-LTER Derived Datasets",2005-05-06,0.162882921
"PAL-LTER Derived Datasets",2005-05-06,0.174116226
"PAL-LTER Derived Datasets",2005-05-13,0.194175699
"PAL-LTER Derived Datasets",2005-05-13,0.195780457
"PAL-LTER Derived Datasets",2005-05-22,0.19337332
"PAL-LTER Derived Datasets",2005-05-22,0.177325742
"PAL-LTER Derived Datasets",2005-05-28,0.153254374
"PAL-LTER Derived Datasets",2005-05-28,0.145230585
"PAL-LTER Derived Datasets",2005-06-04,0.11153067
"PAL-LTER Derived Datasets",2005-06-04,0.10430926
"PAL-LTER Derived Datasets",2005-06-12,0.097890229
"PAL-LTER Derived Datasets",2005-06-12,0.086656924
"PAL-LTER Derived Datasets",2005-06-18,0.069004587
"PAL-LTER Derived Datasets",2005-06-18,0.070609345
"PAL-LTER Derived Datasets",2005-06-25,0.064992693
"PAL-LTER Derived Datasets",2005-06-25,0.068202208
"PAL-LTER Derived Datasets",2005-07-03,0.053759388
"PAL-LTER Derived Datasets",2005-07-03,0.048142735
"PAL-LTER Derived Datasets",2005-07-09,0.046537977
"PAL-LTER Derived Datasets",2005-07-09,0.048142735
"PAL-LTER Derived Datasets",2005-07-16,0.048945114
"PAL-LTER Derived Datasets",2005-07-16,0.054561767
"PAL-LTER Derived Datasets",2005-07-23,0.094680713
"PAL-LTER Derived Datasets",2005-07-23,0.092273576
"PAL-LTER Derived Datasets",2005-07-30,0.05937604
"PAL-LTER Derived Datasets",2005-07-30,0.069004587
"PAL-LTER Derived Datasets",2005-08-05,0.064190314
"PAL-LTER Derived Datasets",2005-08-05,0.060178419
"PAL-LTER Derived Datasets",2005-08-13,0.101099744
"PAL-LTER Derived Datasets",2005-08-13,0.101099744
"PAL-LTER Derived Datasets",2005-08-20,0.113135428
"PAL-LTER Derived Datasets",2005-08-20,0.098692607
"PAL-LTER Derived Datasets",2005-08-27,0.125973491
"PAL-LTER Derived Datasets",2005-08-27,0.142021069
"PAL-LTER Derived Datasets",2005-09-04,0.184547152
"PAL-LTER Derived Datasets",2005-09-04,0.198989973
"PAL-LTER Derived Datasets",2005-09-11,0.207013762
"PAL-LTER Derived Datasets",2005-09-11,0.369094304
"PAL-LTER Derived Datasets",2005-09-17,0.277623107
"PAL-LTER Derived Datasets",2005-09-17,0.269599318
"PAL-LTER Derived Datasets",2005-09-24,0.341011042
"PAL-LTER Derived Datasets",2005-09-24,0.308915885
"PAL-LTER Derived Datasets",2005-10-01,1.195544594
"PAL-LTER Derived Datasets",2005-10-01,1.431331724
"PAL-LTER Derived Datasets",2005-10-08,2.830133182
"PAL-LTER Derived Datasets",2005-10-08,1.51265739
"PAL-LTER Derived Datasets",2005-10-15,2.52109565
"PAL-LTER Derived Datasets",2005-10-15,2.04127422
"PAL-LTER Derived Datasets",2005-10-21,0.276018349
"PAL-LTER Derived Datasets",2005-10-21,0.228677993
"PAL-LTER Derived Datasets",2005-10-27,0.279227865
"PAL-LTER Derived Datasets",2005-10-27,0.316939674
"PAL-LTER Derived Datasets",2005-11-03,1.457355937
"PAL-LTER Derived Datasets",2005-11-10,1.078211658
"PAL-LTER Derived Datasets",2005-11-14,2.331769499
"PAL-LTER Derived Datasets",2005-11-14,2.322661025
"PAL-LTER Derived Datasets",2005-12-02,1.860871156
"PAL-LTER Derived Datasets",2005-12-02,1.89089358
"PAL-LTER Derived Datasets",2005-12-16,5.041507245
"PAL-LTER Derived Datasets",2005-12-20,32.0548241
"PAL-LTER Derived Datasets",2006-01-11,5.551661832
"PAL-LTER Derived Datasets",2006-01-11,5.692210232
"PAL-LTER Derived Datasets",2006-01-18,28.72457941
"PAL-LTER Derived Datasets",2006-01-18,30.48143442
"PAL-LTER Derived Datasets",2006-01-25,20.90657462
"PAL-LTER Derived Datasets",2006-01-25,20.99441737
"PAL-LTER Derived Datasets",2006-02-01,14.29457843
"PAL-LTER Derived Datasets",2006-02-01,17.3928646
"PAL-LTER Derived Datasets",2006-02-10,6.505322424
"PAL-LTER Derived Datasets",2006-02-10,6.078718335
"PAL-LTER Derived Datasets",2006-02-16,2.090657462
"PAL-LTER Derived Datasets",2006-02-16,2.160931662
"PAL-LTER Derived Datasets",2006-02-26,1.002401802
"PAL-LTER Derived Datasets",2006-02-26,0.918868318
"PAL-LTER Derived Datasets",2006-03-01,7.60239077
"PAL-LTER Derived Datasets",2006-03-01,5.589993214
"PAL-LTER Derived Datasets",2006-03-09,15.48099297
"PAL-LTER Derived Datasets",2006-03-09,15.48099297
"PAL-LTER Derived Datasets",2006-03-18,11.15817182
"PAL-LTER Derived Datasets",2006-03-18,10.79823079
"PAL-LTER Derived Datasets",2006-04-14,0.183927711
"PAL-LTER Derived Datasets",2006-04-14,0.21611506
"PAL-LTER Derived Datasets",2006-04-21,0.103459337
"PAL-LTER Derived Datasets",2006-04-21,0.10805753
"PAL-LTER Derived Datasets",2006-04-28,0.193124096
"PAL-LTER Derived Datasets",2006-04-28,0.213049598
"PAL-LTER Derived Datasets",2006-05-05,0.142543976
"PAL-LTER Derived Datasets",2006-05-05,0.154805823
"PAL-LTER Derived Datasets",2006-05-13,0.095029317
"PAL-LTER Derived Datasets",2006-05-13,0.179329518
"PAL-LTER Derived Datasets",2006-05-20,0.147142169
"PAL-LTER Derived Datasets",2006-05-20,0.181628614
"PAL-LTER Derived Datasets",2006-05-27,0.14024488
"PAL-LTER Derived Datasets",2006-05-27,0.098094779
"PAL-LTER Derived Datasets",2006-06-03,0.121085743
"PAL-LTER Derived Datasets",2006-06-03,0.110356627
"PAL-LTER Derived Datasets",2006-06-10,0.095795683
"PAL-LTER Derived Datasets",2006-06-10,0.114954819
"PAL-LTER Derived Datasets",2006-06-17,0.104992068
"PAL-LTER Derived Datasets",2006-06-17,0.09119749
"PAL-LTER Derived Datasets",2006-06-24,0.110356627
"PAL-LTER Derived Datasets",2006-06-24,0.11648755
"PAL-LTER Derived Datasets",2006-07-01,0.094262952
"PAL-LTER Derived Datasets",2006-07-01,0.091963855
"PAL-LTER Derived Datasets",2006-07-08,0.095029317
"PAL-LTER Derived Datasets",2006-07-08,0.075870181
"PAL-LTER Derived Datasets",2006-07-15,0.083533835
"PAL-LTER Derived Datasets",2006-07-15,0.09119749
"PAL-LTER Derived Datasets",2006-07-22,0.06590743
"PAL-LTER Derived Datasets",2006-07-22,0.070505622
"PAL-LTER Derived Datasets",2006-07-29,0.075870181
"PAL-LTER Derived Datasets",2006-07-29,0.071271988
"PAL-LTER Derived Datasets",2006-08-05,0.093496586
"PAL-LTER Derived Datasets",2006-08-05,0.085066566
"PAL-LTER Derived Datasets",2006-08-12,0.098861145
"PAL-LTER Derived Datasets",2006-08-12,0.078169277
"PAL-LTER Derived Datasets",2006-08-19,0.172432229
"PAL-LTER Derived Datasets",2006-08-19,0.121085743
"PAL-LTER Derived Datasets",2006-08-26,0.194656827
"PAL-LTER Derived Datasets",2006-08-26,0.217647791
"PAL-LTER Derived Datasets",2006-09-04,0.228376908
"PAL-LTER Derived Datasets",2006-09-04,0.239106024
"PAL-LTER Derived Datasets",2006-09-09,0.31574257
"PAL-LTER Derived Datasets",2006-09-09,0.314209839
"PAL-LTER Derived Datasets",2006-09-16,0.314976205
"PAL-LTER Derived Datasets",2006-09-16,0.28202249
"PAL-LTER Derived Datasets",2006-09-24,0.30731255
"PAL-LTER Derived Datasets",2006-09-24,0.306546185
"PAL-LTER Derived Datasets",2006-09-30,0.373986345
"PAL-LTER Derived Datasets",2006-09-30,0.367855422
"PAL-LTER Derived Datasets",2006-10-14,0.465183835
"PAL-LTER Derived Datasets",2006-10-14,0.490473896
"PAL-LTER Derived Datasets",2006-10-24,0.460585643
"PAL-LTER Derived Datasets",2006-10-24,0.469015663
"PAL-LTER Derived Datasets",2006-11-02,0.660260416
"PAL-LTER Derived Datasets",2006-11-02,0.644724877
"PAL-LTER Derived Datasets",2006-11-11,0.78454473
"PAL-LTER Derived Datasets",2006-11-11,0.901061274
"PAL-LTER Derived Datasets",2006-11-18,0.47599872
"PAL-LTER Derived Datasets",2006-11-18,0.464538077
"PAL-LTER Derived Datasets",2006-11-24,0.955053612
"PAL-LTER Derived Datasets",2006-11-24,1.040881127
"PAL-LTER Derived Datasets",2006-12-01,3.495496321
"PAL-LTER Derived Datasets",2006-12-01,3.961562497
"PAL-LTER Derived Datasets",2006-12-09,1.708909312
"PAL-LTER Derived Datasets",2006-12-09,1.654534925
"PAL-LTER Derived Datasets",2006-12-16,2.858701435
"PAL-LTER Derived Datasets",2006-12-16,1.328288602
"PAL-LTER Derived Datasets",2006-12-16,2.988642409
"PAL-LTER Derived Datasets",2006-12-16,1.421501837
"PAL-LTER Derived Datasets",2006-12-23,20.97297792
"PAL-LTER Derived Datasets",2006-12-23,25.94435047
"PAL-LTER Derived Datasets",2006-12-30,10.14648958
"PAL-LTER Derived Datasets",2006-12-30,9.183795535
"PAL-LTER Derived Datasets",2007-01-06,15.83071445
"PAL-LTER Derived Datasets",2007-01-06,14.80536886
"PAL-LTER Derived Datasets",2007-01-12,3.371212007
"PAL-LTER Derived Datasets",2007-01-12,3.417818625
"PAL-LTER Derived Datasets",2007-01-20,0.963203431
"PAL-LTER Derived Datasets",2007-01-27,1.242843136
"PAL-LTER Derived Datasets",2007-01-27,1.273914215
"PAL-LTER Derived Datasets",2007-02-03,2.555596199
"PAL-LTER Derived Datasets",2007-02-03,2.524525121
"PAL-LTER Derived Datasets",2007-02-12,1.732212621
"PAL-LTER Derived Datasets",2007-02-12,1.701141543
"PAL-LTER Derived Datasets",2007-02-17,1.343824141
"PAL-LTER Derived Datasets",2007-02-17,1.36712745
"PAL-LTER Derived Datasets",2007-02-24,2.011852327
"PAL-LTER Derived Datasets",2007-02-24,1.980781248
"PAL-LTER Derived Datasets",2007-03-02,3.728529409
"PAL-LTER Derived Datasets",2007-03-02,3.767368257
"PAL-LTER Derived Datasets",2007-03-10,1.048648896
"PAL-LTER Derived Datasets",2007-03-10,1.009810048
"PAL-LTER Derived Datasets",2007-03-17,1.732212621
"PAL-LTER Derived Datasets",2007-03-17,1.840961396
"PAL-LTER Derived Datasets",2007-03-24,0.675807834
"PAL-LTER Derived Datasets",2007-03-24,0.673879709
"PAL-LTER Derived Datasets",2007-03-31,0.705590928
"PAL-LTER Derived Datasets",2007-03-31,0.331637511
"PAL-LTER Derived Datasets",2007-04-08,0.539875017
"PAL-LTER Derived Datasets",2007-04-08,0.655562521
"PAL-LTER Derived Datasets",2007-04-15,0.439612514
"PAL-LTER Derived Datasets",2007-04-15,0.462750015
"PAL-LTER Derived Datasets",2007-04-21,0.570725018
"PAL-LTER Derived Datasets",2007-04-21,0.563012518
"PAL-LTER Derived Datasets",2007-05-11,0.298859385
"PAL-LTER Derived Datasets",2007-05-11,0.293075009
"PAL-LTER Derived Datasets",2007-05-22,0.186064068
"PAL-LTER Derived Datasets",2007-05-22,0.180279693
"PAL-LTER Derived Datasets",2007-05-28,0.14075313
"PAL-LTER Derived Datasets",2007-05-28,0.02399808
"PAL-LTER Derived Datasets",2007-06-04,0.124364067
"PAL-LTER Derived Datasets",2007-06-04,0.103154691
"PAL-LTER Derived Datasets",2007-06-11,0.128220317
"PAL-LTER Derived Datasets",2007-06-11,0.110867191
"PAL-LTER Derived Datasets",2007-06-16,0.096406253
"PAL-LTER Derived Datasets",2007-06-16,0.092550003
"PAL-LTER Derived Datasets",2007-06-23,0.08387344
"PAL-LTER Derived Datasets",2007-06-23,0.08387344
"PAL-LTER Derived Datasets",2007-06-30,0.069412502
"PAL-LTER Derived Datasets",2007-06-30,0.079053128
"PAL-LTER Derived Datasets",2007-07-07,0.071340627
"PAL-LTER Derived Datasets",2007-07-07,0.071340627
"PAL-LTER Derived Datasets",2007-07-14,0.08001719
"PAL-LTER Derived Datasets",2007-07-14,0.06844844
"PAL-LTER Derived Datasets",2007-07-21,0.126292192
"PAL-LTER Derived Datasets",2007-07-21,0.110867191
"PAL-LTER Derived Datasets",2007-07-28,0.202453132
"PAL-LTER Derived Datasets",2007-07-28,0.200525006
"PAL-LTER Derived Datasets",2007-08-05,0.186064068
"PAL-LTER Derived Datasets",2007-08-05,0.197632819
"PAL-LTER Derived Datasets",2007-08-11,0.160998443
"PAL-LTER Derived Datasets",2007-08-11,0.155214067
"PAL-LTER Derived Datasets",2007-08-18,0.234267195
"PAL-LTER Derived Datasets",2007-08-18,0.249692196
"PAL-LTER Derived Datasets",2007-08-25,0.24776407
"PAL-LTER Derived Datasets",2007-08-25,0.23619532
"PAL-LTER Derived Datasets",2007-09-02,0.198596881
"PAL-LTER Derived Datasets",2007-09-02,0.207273444
"PAL-LTER Derived Datasets",2007-09-09,0.187028131
"PAL-LTER Derived Datasets",2007-09-09,0.208237507
"PAL-LTER Derived Datasets",2007-09-16,0.568796893
"PAL-LTER Derived Datasets",2007-09-16,0.549515643
"PAL-LTER Derived Datasets",2007-09-22,0.249692196
"PAL-LTER Derived Datasets",2007-09-22,0.290182822
"PAL-LTER Derived Datasets",2007-09-28,0.498420329
"PAL-LTER Derived Datasets",2007-09-28,0.508060954
"PAL-LTER Derived Datasets",2007-10-06,1.034866695
"PAL-LTER Derived Datasets",2007-10-06,1.08190609
"PAL-LTER Derived Datasets",2007-10-12,1.204208518
"PAL-LTER Derived Datasets",2007-10-12,1.08190609
"PAL-LTER Derived Datasets",2007-10-20,0.490707828
"PAL-LTER Derived Datasets",2007-10-20,0.457929702
"PAL-LTER Derived Datasets",2007-10-27,0.332601573
"PAL-LTER Derived Datasets",2007-10-27,0.340314073
"PAL-LTER Derived Datasets",2007-11-03,0.370200012
"PAL-LTER Derived Datasets",2007-11-03,0.37694845
"PAL-LTER Derived Datasets",2007-11-10,0.535054705
"PAL-LTER Derived Datasets",2007-11-10,0.54083908
"PAL-LTER Derived Datasets",2007-11-17,1.175984881
"PAL-LTER Derived Datasets",2007-11-17,1.194800639
"PAL-LTER Derived Datasets",2007-11-26,1.881575809
"PAL-LTER Derived Datasets",2007-11-26,1.843944293
"PAL-LTER Derived Datasets",2007-12-01,0.931380025
"PAL-LTER Derived Datasets",2007-12-01,0.912564267
"PAL-LTER Derived Datasets",2007-12-08,1.157169123
"PAL-LTER Derived Datasets",2007-12-08,1.175984881
"PAL-LTER Derived Datasets",2007-12-15,3.358612819
"PAL-LTER Derived Datasets",2007-12-15,3.857230409
"PAL-LTER Derived Datasets",2007-12-22,2.653021891
"PAL-LTER Derived Datasets",2007-12-22,6.150718948
"PAL-LTER Derived Datasets",2007-12-30,3.819598892
"PAL-LTER Derived Datasets",2007-12-30,3.358612819
"PAL-LTER Derived Datasets",2010-03-13,0.627567464
"PAL-LTER Derived Datasets",2010-03-21,0.39606625
"PAL-LTER Derived Datasets",2010-03-27,1.261338768
"PAL-LTER Derived Datasets",2010-04-02,1.550960173
"PAL-LTER Derived Datasets",2010-04-10,0.7575216
"PAL-LTER Derived Datasets",2010-04-17,0.545284945
"PAL-LTER Derived Datasets",2010-04-24,0.445696976
"PAL-LTER Derived Datasets",2010-05-01,0.323252752
"PAL-LTER Derived Datasets",2010-05-08,0.207991922
"PAL-LTER Derived Datasets",2010-05-15,0.149545212
"PAL-LTER Derived Datasets",2010-05-22,0.17827879
"PAL-LTER Derived Datasets",2010-05-29,0.223338265
"PAL-LTER Derived Datasets",2010-06-05,0.235419428
"PAL-LTER Derived Datasets",2010-06-12,0.174687093
"PAL-LTER Derived Datasets",2010-06-19,0.088812877
"PAL-LTER Derived Datasets",2010-06-26,0.069221801
"PAL-LTER Derived Datasets",2010-07-03,0.077058232
"PAL-LTER Derived Datasets",2010-07-10,0.082609037
"PAL-LTER Derived Datasets",2010-07-17,0.066936176
"PAL-LTER Derived Datasets",2010-07-24,0.076731714
"PAL-LTER Derived Datasets",2010-07-31,0.162279412
"PAL-LTER Derived Datasets",2010-08-07,0.182197006
"PAL-LTER Derived Datasets",2010-08-14,0.142688336
"PAL-LTER Derived Datasets",2010-08-21,0.198522902
"PAL-LTER Derived Datasets",2010-08-28,0.413698219
"PAL-LTER Derived Datasets",2010-09-04,0.705278731
"PAL-LTER Derived Datasets",2010-09-11,1.217911883
"PAL-LTER Derived Datasets",2010-09-18,1.017756391
"PAL-LTER Derived Datasets",2010-09-25,0.420228577
"PAL-LTER Derived Datasets",2010-10-02,0.8522118
"PAL-LTER Derived Datasets",2010-10-11,1.028531483
"PAL-LTER Derived Datasets",2010-10-19,0.646505504
"PAL-LTER Derived Datasets",2010-10-25,0.633444786
"PAL-LTER Derived Datasets",2010-11-01,2.37052018
"PAL-LTER Derived Datasets",2010-11-09,4.221876849
"PAL-LTER Derived Datasets",2010-11-16,3.823524973
"PAL-LTER Derived Datasets",2010-11-25,2.648060421
"PAL-LTER Derived Datasets",2010-12-02,2.138692449
"PAL-LTER Derived Datasets",2010-12-09,2.171344242
"PAL-LTER Derived Datasets",2010-12-16,4.176164339
"PAL-LTER Derived Datasets",2010-12-23,6.563010415
"PAL-LTER Derived Datasets",2010-12-30,16.71771807
"PAL-LTER Derived Datasets",2011-01-06,15.64510667
"PAL-LTER Derived Datasets",2011-01-13,11.18813691
"PAL-LTER Derived Datasets",2011-01-21,12.29666529
"PAL-LTER Derived Datasets",2011-01-29,5.197512428
"PAL-LTER Derived Datasets",2011-02-04,3.181590721
"PAL-LTER Derived Datasets",2011-02-10,1.901640431
"PAL-LTER Derived Datasets",2011-02-18,0.790826429
"PAL-LTER Derived Datasets",2011-02-26,0.763398923
"PAL-LTER Derived Datasets",2011-03-04,0.772541425
"PAL-LTER Derived Datasets",2011-03-11,1.129099006
"PAL-LTER Derived Datasets",2011-03-18,2.377050539
"PAL-LTER Derived Datasets",2011-03-24,2.042043141
"PAL-LTER Derived Datasets",2011-04-01,0.655078345
"PAL-LTER Derived Datasets",2011-04-01,0.801174955
"PAL-LTER Derived Datasets",2011-04-07,0.593812025
"PAL-LTER Derived Datasets",2011-04-07,0.617375995
"PAL-LTER Derived Datasets",2011-04-14,0.18379896
"PAL-LTER Derived Datasets",2011-04-14,0.174373373
"PAL-LTER Derived Datasets",2011-04-23,0.109336817
"PAL-LTER Derived Datasets",2011-04-23,0.127245434
"PAL-LTER Derived Datasets",2011-04-29,0.06126632
"PAL-LTER Derived Datasets",2011-04-29,0.414725859
"PAL-LTER Derived Datasets",2011-05-06,0.296906013
"PAL-LTER Derived Datasets",2011-05-06,0.768185398
"PAL-LTER Derived Datasets",2011-05-14,0.226214105
"PAL-LTER Derived Datasets",2011-05-14,0.235639693
"PAL-LTER Derived Datasets",2011-05-20,0.184741519
"PAL-LTER Derived Datasets",2011-05-20,0.18427024
"PAL-LTER Derived Datasets",2011-05-28,0.155050918
"PAL-LTER Derived Datasets",2011-05-28,0.148453006
"PAL-LTER Derived Datasets",2011-06-04,0.202650136
"PAL-LTER Derived Datasets",2011-06-04,0.193224548
"PAL-LTER Derived Datasets",2011-06-10,0.121118802
"PAL-LTER Derived Datasets",2011-06-10,0.13054439
"PAL-LTER Derived Datasets",2011-06-17,0.090014363
"PAL-LTER Derived Datasets",2011-06-17,0.088129245
"PAL-LTER Derived Datasets",2011-06-25,0.146096609
"PAL-LTER Derived Datasets",2011-06-25,0.111221935
"PAL-LTER Derived Datasets",2011-07-01,0.079646216
"PAL-LTER Derived Datasets",2011-07-01,0.085772848
"PAL-LTER Derived Datasets",2011-07-07,0.111693214
"PAL-LTER Derived Datasets",2011-07-07,0.098026112
"PAL-LTER Derived Datasets",2011-07-15,0.072577025
"PAL-LTER Derived Datasets",2011-07-15,0.094255877
"PAL-LTER Derived Datasets",2011-07-23,0.060795041
"PAL-LTER Derived Datasets",2011-07-23,0.058909923
"PAL-LTER Derived Datasets",2011-07-28,0.077761099
"PAL-LTER Derived Datasets",2011-07-28,0.166832902
"PAL-LTER Derived Datasets",2011-08-06,0.075404702
"PAL-LTER Derived Datasets",2011-08-06,0.098497392
"PAL-LTER Derived Datasets",2011-08-12,0.093313318
"PAL-LTER Derived Datasets",2011-08-12,0.093313318
"PAL-LTER Derived Datasets",2011-08-20,0.08435901
"PAL-LTER Derived Datasets",2011-08-20,0.07634726
"PAL-LTER Derived Datasets",2011-08-26,0.094255877
"PAL-LTER Derived Datasets",2011-08-26,0.092370759
"PAL-LTER Derived Datasets",2011-09-02,0.171545696
"PAL-LTER Derived Datasets",2011-09-02,0.169189299
"PAL-LTER Derived Datasets",2011-09-10,0.246007839
"PAL-LTER Derived Datasets",2011-09-10,0.229041781
"PAL-LTER Derived Datasets",2011-09-17,0.179086166
"PAL-LTER Derived Datasets",2011-09-17,0.181442563
"PAL-LTER Derived Datasets",2011-09-25,0.213960841
"PAL-LTER Derived Datasets",2011-09-25,0.207834209
"PAL-LTER Derived Datasets",2011-10-01,0.198408621
"PAL-LTER Derived Datasets",2011-10-01,0.207362929
"PAL-LTER Derived Datasets",2011-10-10,1.220613608
"PAL-LTER Derived Datasets",2011-10-10,1.27245434
"PAL-LTER Derived Datasets",2011-10-19,0.247421677
"PAL-LTER Derived Datasets",2011-10-19,0.212075723
"PAL-LTER Derived Datasets",2011-10-25,0.869510466
"PAL-LTER Derived Datasets",2011-10-25,0.33696476
"PAL-LTER Derived Datasets",2011-11-01,0.473635782
"PAL-LTER Derived Datasets",2011-11-01,1.458609697
"PAL-LTER Derived Datasets",2011-11-01,0.450071813
"PAL-LTER Derived Datasets",2011-11-01,0.440646225
"PAL-LTER Derived Datasets",2012-11-09,0.713988269
"PAL-LTER Derived Datasets",2012-11-09,0.706919078
"PAL-LTER Derived Datasets",2012-11-17,2.050065325
"PAL-LTER Derived Datasets",2012-11-17,2.00058099
"PAL-LTER Derived Datasets",2011-11-22,0.930122231
"PAL-LTER Derived Datasets",2011-11-22,1.013250678
"PAL-LTER Derived Datasets",2011-12-01,2.921932188
"PAL-LTER Derived Datasets",2011-12-01,2.85124028
"PAL-LTER Derived Datasets",2011-12-27,5.381488372
"PAL-LTER Derived Datasets",2011-12-27,5.369476121
"PAL-LTER Derived Datasets",2012-01-04,24.23111238
"PAL-LTER Derived Datasets",2012-01-04,25.01911603
"PAL-LTER Derived Datasets",2012-01-10,15.26757081
"PAL-LTER Derived Datasets",2012-01-10,16.35107583
"PAL-LTER Derived Datasets",2012-01-18,2.498548173
"PAL-LTER Derived Datasets",2012-01-18,2.786842193
"PAL-LTER Derived Datasets",2012-01-26,3.071465803
"PAL-LTER Derived Datasets",2012-01-26,0.817500404
"PAL-LTER Derived Datasets",2012-01-31,1.272964914
"PAL-LTER Derived Datasets",2012-01-31,1.226250606
"PAL-LTER Derived Datasets",2012-02-07,2.896287145
"PAL-LTER Derived Datasets",2012-02-07,2.674394178
"PAL-LTER Derived Datasets",2012-02-14,4.437859335
"PAL-LTER Derived Datasets",2012-02-14,4.134216328
"PAL-LTER Derived Datasets",2012-02-22,5.313752624
"PAL-LTER Derived Datasets",2012-02-22,4.858288114
"PAL-LTER Derived Datasets",2012-03-06,4.04078771
"PAL-LTER Derived Datasets",2012-03-06,4.087502019
"PAL-LTER Derived Datasets",2012-03-13,5.453895551
"PAL-LTER Derived Datasets",2012-03-13,5.161931121
"PAL-LTER Derived Datasets",2012-03-20,5.220324007
"PAL-LTER Derived Datasets",2012-03-20,5.500609859
"PAL-LTER Derived Datasets",2012-03-28,2.93071
"PAL-LTER Derived Datasets",2012-04-03,1.28598
"PAL-LTER Derived Datasets",2012-04-10,1.26727
"PAL-LTER Derived Datasets",2012-04-17,0.54351
"PAL-LTER Derived Datasets",2012-04-24,0.39189
"PAL-LTER Derived Datasets",2012-05-01,0.23995
"PAL-LTER Derived Datasets",2012-05-08,0.22141
"PAL-LTER Derived Datasets",2012-05-15,0.13405
"PAL-LTER Derived Datasets",2012-05-23,0.1046
"PAL-LTER Derived Datasets",2012-05-29,0.13584
"PAL-LTER Derived Datasets",2012-06-05,0.11192
"PAL-LTER Derived Datasets",2012-06-12,0.07776
"PAL-LTER Derived Datasets",2012-06-19,0.04246
"PAL-LTER Derived Datasets",2012-06-26,0.04278
"PAL-LTER Derived Datasets",2012-07-03,0.04311
"PAL-LTER Derived Datasets",2012-07-10,0.07841
"PAL-LTER Derived Datasets",2012-07-16,0.06442
"PAL-LTER Derived Datasets",2012-07-17,0.04864
"PAL-LTER Derived Datasets",2012-07-24,0.0401
"PAL-LTER Derived Datasets",2012-07-31,0.06458
"PAL-LTER Derived Datasets",2012-08-07,0.04319
"PAL-LTER Derived Datasets",2012-08-15,0.04612
"PAL-LTER Derived Datasets",2012-08-21,0.07841
"PAL-LTER Derived Datasets",2012-08-28,0.06906
"PAL-LTER Derived Datasets",2012-09-04,0.09102
"PAL-LTER Derived Datasets",2012-09-11,0.14478
"PAL-LTER Derived Datasets",2012-09-19,0.2123
"PAL-LTER Derived Datasets",2012-09-25,2.40684
"PAL-LTER Derived Datasets",2012-10-04,0.24483
"PAL-LTER Derived Datasets",2012-10-13,0.35952
"PAL-LTER Derived Datasets",2012-10-20,0.62469
